STOP_FRISK_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,SPRINT_NUMBER,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_NUMBER,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_NUMBER,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_PREMISES_NAME,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
3374,7/21/2017,23:05:00,2017,July,Friday,Based on Self Initiated,17072127804,APP,POM,826,SGT,826,Y,O,P,PSB,1,CRIMINAL POSSESSION OF MARIHUANA,4,Y,(null),N,Y,B17637143,CPW,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),DE,NORMAL,39,MALE,BLACK,6.3,200,THN,BRO,BLK,(null),42,B,(null),1330 INTERVALE AVENUE,(null),INTERVALE AVENUE,1013830,242024,(null),PBBX,BRONX
3375,7/22/2017,22:15:00,2017,July,Saturday,Based on C/W on Scene,D17072225390,APP,POM,42,SGT,42,Y,O,P,PSB,1,PETIT LARCENY,3,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,PETIT LARCENY,(null),MALE,BLACK, ,180,THN,BRO,BLK,EYE GL,42,B,(null),LONGFELLOW AVENUE && EAST 174 STREET,(null),LONGFELLOW AVENUE,1016280,243941,(null),PBBX,BRONX
3376,7/19/2017,10:05:00,2017,July,Wednesday,Based on Self Initiated,D17071907407,APP,POF,807,SGT,807,Y,I,H,Housing,1,CRIMINAL TRESPASS,6,Y,(null),N,Y,(null),CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),CM,CRIMINAL TRESPASS,54,MALE,BLACK HISPANIC,5.3,160,MED,BRO,BLK,(null),42,C,(null),1270 WEBSTER AVENUE,(null),WEBSTER AVENUE,1009399,242831,(null),PBBX,BRONX
3377,7/25/2017,17:15:00,2017,July,Tuesday,Based on C/W on Scene,D17072519192,APP,POM,42,SGT,42,Y,O,P,PSB,2,GRAND LARCENY,2,N,STOPPE,N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,NERVOUS,(null),MALE,BLACK,5.11,130,THN,BRO,BLK,(null),42,B,(null),VYSE AVENUE && EAST 172 STREET,(null),VYSE AVENUE,1015258,242944,(null),PBBX,BRONX
3378,7/25/2017,20:15:00,2017,July,Tuesday,Based on Self Initiated,17072521928,APP,POF,826,SGT,826,Y,I,H,Housing,1,CRIMINAL TRESPASS,6,Y,(null),Y,Y,(null),CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,CRIMINAL TRESPASS,22,FEMALE,WHITE HISPANIC,5.2,170,MED,BRO,BLK,ELEFAN,42,A,(null),1368 WEBSTER AVENUE,(null),WEBSTER AVENUE,1009731,243613,(null),PBBX,BRONX
3379,7/25/2017,20:15:00,2017,July,Tuesday,Based on Self Initiated,17072521928,APP,POF,826,SGT,826,Y,I,H,Housing,1,CRIMINAL TRESPASS,6,Y,(null),Y,Y,(null),CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,CRIMINAL TRESPASS,23,MALE,WHITE HISPANIC,5.11,180,MED,(null),(null),N/A,42,A,(null),1368 WEBSTER AVENUE,(null),WEBSTER AVENUE,1009731,243613,(null),PBBX,BRONX
3380,7/25/2017,21:00:00,2017,July,Tuesday,Based on Radio Run,D17072522884,APP,POM,42,SGT,42,Y,O,P,PSB,1,CPW,5,Y,(null),Y,Y,(null),CRIMINAL POSSESSION OF MARIHUANA,N,(null),(null),Y,(null),(null),(null),Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),CM,CPW,39,MALE,BLACK,5.9,185,MED,BRO,BLD,(null),42,D,(null),955 CAULDWELL AVENUE,(null),CAULDWELL AVENUE,1010153,239659,(null),PBBX,BRONX
3381,7/27/2017,23:25:00,2017,July,Thursday,Based on Self Initiated,26465,APP,POM,42,SGT,42,Y,O,P,PSB,1,CPW,7,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,CPW,24,MALE,BLACK,5.1,170,MED,BLU,BLK,DREADS,42,B,(null),EAST 169 STREET && STEBBINS AVENUE,(null),EAST 169 STREET,1012922,241235,(null),PBBX,BRONX
3382,7/27/2017,23:25:00,2017,July,Thursday,Based on Radio Run,D17072726465,APP,POM,42,SGT,42,Y,O,P,PSB,1,CPW,6,Y,(null),N,Y,(null),OTHER,N,(null),(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,OK,30,MALE,WHITE HISPANIC,6.1,210,MED,BRO,BLK,ARM TA,42,B,(null),1001 EAST 167 STREET,(null),EAST 167 STREET,1014746,240527,(null),PBBX,BRONX
3383,8/5/2017,2:54:00,2017,August,Saturday,Based on Radio Run,D17080503137,APP,POM,42,SGT,42,Y,O,P,PSB,1,CRIMINAL MISCHIEF,9,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,OK,15,MALE,BLACK,5.6,150,THN,BRO,BLK,WHITE,42,B,(null),VYSE AVENUE && JENNINGS STREET,(null),VYSE AVENUE,1014985,242343,(null),PBBX,BRONX
3384,8/5/2017,2:54:00,2017,August,Saturday,Based on Radio Run,D17080503137,APP,POM,42,SGT,42,Y,O,P,PSB,1,CRIMINAL MISCHIEF,9,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,OK,15,MALE,BLACK,5.9,150,THN,BRO,BLK,BLK SH,42,B,(null),VYSE AVENUE && JENNINGS STREET,(null),VYSE AVENUE,1014985,242343,(null),PBBX,BRONX
3385,8/5/2017,2:54:00,2017,August,Saturday,Based on Radio Run,D17080503137,APP,POM,42,SGT,42,Y,O,P,PSB,1,CRIMINAL MISCHIEF,9,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,OK,16,MALE,BLACK,5.7,140,THN,BRO,BLK,SANDAL,42,B,(null),VYSE AVENUE && JENNINGS STREET,(null),VYSE AVENUE,1014985,242343,(null),PBBX,BRONX
3386,8/8/2017,0:45:00,2017,August,Tuesday,Based on Self Initiated,0,APP,DTS,425,SGT,425,Y,(null),P,PSB,1,ASSAULT,20,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,21,MALE,WHITE HISPANIC,6.1,160,MED,BRO,BLK,(null),42,A,(null),FRANKLIN AVENUE && EAST 169 STREET,(null),FRANKLIN AVENUE,1011408,242310,(null),PBBX,BRONX
3387,8/8/2017,23:48:00,2017,August,Tuesday,Based on Self Initiated,0,APP,POM,425,LT,425,Y,(null),P,PSB,1,CPW,2,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,NORMAL/CALM,26,MALE,BLACK,6.4,220,U,BRO,BLK,(null),42,D,(null),EAST 163 STREET && PROSPECT AVENUE,(null),EAST 163 STREET,1011758,238809,(null),PBBX,BRONX
3388,8/10/2017,1:59:00,2017,August,Thursday,Based on Radio Run,D17081001717,APP,POM,42,SGT,42,Y,O,P,PSB,1,CPW,4,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,OK,17,MALE,WHITE HISPANIC,5.8,140,MED,BRO,BLK,BLK SH,42,C,(null),3 AVENUE && EAST 168 STREET,(null),3 AVENUE,1010307,242068,(null),PBBX,BRONX
3389,8/10/2017,1:59:00,2017,August,Thursday,Based on Radio Run,D17081001717,APP,POM,42,SGT,42,Y,O,P,PSB,1,CPW,4,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,OK,15,FEMALE,WHITE HISPANIC,5.4,120,MED,BRO,BLK,SANDAL,42,C,(null),3 AVENUE && EAST 168 STREET,(null),3 AVENUE,1010307,242068,(null),PBBX,BRONX
3390,8/10/2017,0:02:00,2017,August,Thursday,Based on Self Initiated,1111111,APP,POM,425,LT,425,Y,(null),P,PSB,3,GRAND LARCENY AUTO,5,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,GRAND LARCENY AUTO,24,MALE,WHITE HISPANIC,6.1,200,HEA,BRO,BLK,(null),42,C,(null),EAST 166 STREET && WASHINGTON AVENUE,(null),EAST 166 STREET,1009543,241035,(null),PBBX,BRONX
3391,8/11/2017,21:10:00,2017,August,Friday,Based on Self Initiated,NONE,APP,POM,807,SGT,807,Y,O,H,Housing,1,CPW,5,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),Y,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,CPW,16,MALE,BLACK,5.6,120,THN,BRO,BLK,(null),42,C,(null),MELROSE AVENUE && PARK AVENUE,(null),MELROSE AVENUE,1008689,240864,(null),PBBX,BRONX
3392,8/11/2017,21:10:00,2017,August,Friday,Based on Self Initiated,N/A,APP,POM,807,SGT,807,Y,O,H,Housing,1,CPW,5,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,UPSET,13,MALE,BLACK,5.2,120,THN,ZZZ,BLK,N/A,42,C,(null),MELROSE AVENUE && PARK AVENUE,(null),MELROSE AVENUE,1008689,240864,(null),PBBX,BRONX
3393,8/12/2017,0:15:00,2017,August,Saturday,Based on Self Initiated,1111111,APP,POM,425,LT,425,Y,I,P,PSB,2,CPW,8,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),CM,CPW,32,MALE,BLACK,5.7,200,HEA,BRO,BLK,"""HOOD""",42,A,6D,595 EAST 170 STREET,(null),EAST 170 STREET,1011673,243282,(null),PBBX,BRONX
3394,8/12/2017,2:15:00,2017,August,Saturday,Based on Self Initiated,0,APP,POM,807,LT,807,Y,(null),P,PSB,0,CPW,5,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),CM,CPW,40,MALE,BLACK,5.7,160,MED,BLK,BLK,(null),42,B,(null),1463 VYSE AVENUE,(null),VYSE AVENUE,1015030,242449,(null),PBBX,BRONX
3395,8/13/2017,17:52:00,2017,August,Sunday,Based on C/W on Scene,17081317775,APP,POM,42,SGT,42,Y,O,P,PSB,1,GRAND LARCENY,30,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,SAD,24,MALE,BLACK,5.9,140,THN,BRO,BLK,SCARS,42,C,(null),830 ELTON AVENUE,(null),ELTON AVENUE,1008392,238991,(null),PBBX,BRONX
3396,8/17/2017,11:53:00,2017,August,Thursday,Based on Radio Run,D17081701893,APP,POF,42,SGT,42,Y,O,P,PSB,1,ROBBERY,5,Y,(null),Y,Y,B17641808,ASSAULT,N,(null),(null),N,(null),S,V,N,N,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,ROBBERY,16,MALE,BLACK,5.9,180,U,BLK,BLK,(null),42,B,(null),1000 FREEMAN STREET,(null),FREEMAN STREET,1015417,241385,(null),PBBX,BRONX
3397,8/17/2017,12:20:00,2017,August,Thursday,Based on C/W on Scene,D17081701893,APP,POF,42,SGT,42,Y,(null),P,PSB,1,ROBBERY,5,Y,(null),Y,Y,B17641851,ASSAULT,N,(null),(null),N,(null),S,V,N,Y,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),CM,ROBBERY,15,MALE,BLACK,5.8,140,MED,BLK,BLK,(null),42,B,(null),1000 FREEMAN STREET,(null),FREEMAN STREET,1015417,241385,(null),PBBX,BRONX
3398,8/19/2017,4:38:00,2017,August,Saturday,Based on Radio Run,D17081904009,APP,POM,42,SGT,42,Y,O,P,PSB,1,ROBBERY,9,Y,(null),N,Y,B17642247,ROBBERY,N,(null),(null),N,(null),S,V,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),Y,(null),(null),CM,ROBBERY,29,MALE,BLACK,5.1,210,MED,BRO,BLK,BLK SN,42,D,(null),963 PROSPECT AVENUE,(null),PROSPECT AVENUE,1011808,238976,(null),PBBX,BRONX
3399,8/21/2017,19:15:00,2017,August,Monday,Based on C/W on Scene,17082121502,APP,POM,42,SGT,42,Y,(null),P,PSB,1,ROBBERY,5,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),DE,UPSET,34,MALE,BLACK,6.1,170,THN,BRO,XXX,N/A,42,C,(null),EAST 163 STREET && MELROSE AVENUE,(null),EAST 163 STREET,1008282,240025,(null),PBBX,BRONX
3400,8/24/2017,23:30:00,2017,August,Thursday,Based on Radio Run,25570,APP,POM,807,SGT,807,Y,O,P,PSB,1,CPW,10,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,DISGRUNTLED,40,MALE,BLACK,5.1,250,HEA,BRO,BLK,(null),42,C,(null),830 WASHINGTON AVENUE,(null),WASHINGTON AVENUE,1008690,238862,(null),PBBX,BRONX
3401,8/26/2017,0:33:00,2017,August,Saturday,Based on Radio Run,D17082600561,APP,POM,42,SGT,42,Y,O,P,PSB,1,CPW,2,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,OK,14,MALE,BLACK,5.6,140,THN,BRO,BLK,BLK SH,42,D,(null),EAST 169 STREET && BOSTON ROAD,(null),EAST 169 STREET,1011854,242120,(null),PBBX,BRONX
3402,8/28/2017,13:11:00,2017,August,Monday,Based on Radio Run,D17082811350,APP,POM,42,LT,42,Y,(null),P,PSB,1,CPW,3,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,UPSET,45,MALE,BLACK,5.11,200,U,BRO,BLK,ALL BL,42,A,(null),1490 CROTONA PARK EAST,(null),CROTONA PARK EAST,1013320,243746,(null),PBBX,BRONX
3403,8/31/2017,0:22:00,2017,August,Thursday,Based on Radio Run,308,APP,POM,42,SGT,42,Y,O,P,PSB,1,ROBBERY,10,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,UPSET,34,FEMALE,BLACK,5.8,125,THN,BRO,BLK,RED SW,42,B,(null),1159 FOX STREET,(null),FOX STREET,1013626,241224,(null),PBBX,BRONX
3404,8/13/2017,0:05:00,2017,August,Sunday,Based on Self Initiated,99999,APP,POM,425,SGT,425,Y,(null),P,PSB,1,CPW,2,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,IRATE,(null),MALE,BLACK,5.1,160,THN,BRO,BLK,(null),42,C,(null),PARK AVENUE && EAST 168 STREET,(null),PARK AVENUE,1009703,242326,(null),PBBX,BRONX
3405,9/1/2017,0:22:00,2017,September,Friday,Based on Radio Run,308,APP,POM,42,SGT,42,Y,O,P,PSB,1,ROBBERY,7,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,ROBBERY,20,FEMALE,WHITE HISPANIC,5.5,180,MED,BRO,BLK,(null),42,B,(null),1159 FOX STREET,(null),FOX STREET,1013626,241224,(null),PBBX,BRONX
3406,9/2/2017,14:30:00,2017,September,Saturday,Based on Self Initiated,D17090213242,APP,POM,807,SGT,807,Y,(null),H,Housing,2,CPW,8,Y,(null),N,Y,B17644667,CPW,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,Y,(null),Y,(null),Y,CM,CPW,41,MALE,WHITE HISPANIC,5.8,220,U,BRO,BLK,HORSE,42,A,(null),PROSPECT AVENUE && CROTONA PARK EAST,(null),PROSPECT AVENUE,1012762,243267,(null),PBBX,BRONX
3407,9/6/2017,17:15:00,2017,September,Wednesday,Based on Self Initiated,NA,APP,POM,42,SGT,42,Y,O,P,PSB,1,CPW,2,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,CPW,40,MALE,BLACK,5.11,220,HEA,BRO,XXX,(null),42,B,(null),BOSTON ROAD && SEABURY PLACE,(null),BOSTON ROAD,1014461,243804,(null),PBBX,BRONX
3408,9/7/2017,3:26:00,2017,September,Thursday,Based on Radio Run,2288,APP,POM,42,SGT,42,Y,(null),P,PSB,1,CPSP,29,Y,(null),Y,Y,(null),CPSP,N,(null),(null),Y,(null),(null),(null),N,N,N,(null),Y,(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CPSP,23,MALE,BLACK,5.7,175,THN,BRO,BLK,(null),42,C,(null),3 AVENUE && FRANKLIN AVENUE,(null),3 AVENUE,1009809,240478,(null),PBBX,BRONX
3409,9/7/2017,3:26:00,2017,September,Thursday,Based on Radio Run,2288,APP,POM,42,SGT,42,Y,(null),P,PSB,1,CPSP,29,Y,(null),Y,Y,(null),CPSP,N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CPSP,25,MALE,BLACK,5.1,195,MED,BRO,BLK,(null),42,C,(null),3 AVENUE && FRANKLIN AVENUE,(null),3 AVENUE,1009809,240478,(null),PBBX,BRONX
3410,9/7/2017,3:26:00,2017,September,Thursday,Based on Radio Run,2288,APP,POM,42,SGT,42,Y,(null),P,PSB,1,CPSP,29,Y,(null),Y,Y,(null),CPSP,N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CPSP,25,MALE,BLACK,5.8,200,HEA,BRO,BLK,(null),42,C,(null),3 AVENUE && FRANKLIN AVENUE,(null),3 AVENUE,1009809,240478,(null),PBBX,BRONX
3411,9/7/2017,3:26:00,2017,September,Thursday,Based on Radio Run,2288,APP,POM,42,SGT,42,Y,(null),P,PSB,1,CPSP,29,Y,(null),Y,Y,(null),CPSP,N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CPSP,24,MALE,BLACK HISPANIC,6.1,150,THN,BRO,BLK,(null),42,C,(null),3 AVENUE && FRANKLIN AVENUE,(null),3 AVENUE,1009809,240478,(null),PBBX,BRONX
3412,9/7/2017,3:26:00,2017,September,Thursday,Based on Radio Run,2288,APP,POM,42,SGT,42,Y,(null),P,PSB,1,CPSP,29,Y,(null),Y,Y,(null),CPSP,N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CPSP,21,MALE,BLACK,5.8,160,THN,BRO,BLK,(null),42,C,(null),3 AVENUE && FRANKLIN AVENUE,(null),3 AVENUE,1009809,240478,(null),PBBX,BRONX
