STOP_FRISK_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,SPRINT_NUMBER,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_NUMBER,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_NUMBER,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_PREMISES_NAME,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
3335,6/10/2017,0:10:00,2017,June,Saturday,Based on Radio Run,55,APP,POM,42,SGT,42,Y,I,P,PSB,1,BURGLARY,30,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,14,MALE,BLACK HISPANIC,5.7,155,XXX,ZZZ,XXX,(null),42,B,1,810 FREEMAN STREET,(null),FREEMAN STREET,1012529,241793,(null),PBBX,BRONX
3336,6/10/2017,0:10:00,2017,June,Saturday,Based on Radio Run,55,APP,POM,42,SGT,42,Y,(null),P,PSB,1,BURGLARY,30,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,15,MALE,BLACK,5.7,145,XXX,ZZZ,XXX,(null),42,B,1,810 FREEMAN STREET,(null),FREEMAN STREET,1012529,241793,(null),PBBX,BRONX
3337,6/10/2017,0:10:00,2017,June,Saturday,Based on Radio Run,55,APP,POM,42,SGT,42,Y,(null),P,PSB,1,BURGLARY,30,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,14,MALE,BLACK,5.7,150,XXX,ZZZ,XXX,(null),42,B,1,810 FREEMAN STREET,(null),FREEMAN STREET,1012529,241793,(null),PBBX,BRONX
3338,6/10/2017,0:10:00,2017,June,Saturday,Based on Radio Run,55,APP,POM,42,SGT,42,Y,(null),P,PSB,1,BURGLARY,30,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,14,MALE,BLACK,5.8,140,XXX,ZZZ,XXX,(null),42,B,1,810 FREEMAN STREET,(null),FREEMAN STREET,1012529,241793,(null),PBBX,BRONX
3339,6/17/2017,0:15:00,2017,June,Saturday,Based on Radio Run,D17071700283,APP,POM,42,SGT,42,Y,O,P,PSB,1,CPW,1,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),CM,CPW,25,MALE,BLACK,6,165,THN,BRO,BLK,SHORT,42,B,(null),BRYANT AVENUE && EAST 173 STREET,(null),BRYANT AVENUE,1015765,243440,(null),PBBX,BRONX
3340,6/18/2017,3:55:00,2017,June,Sunday,Based on C/W on Scene,17061803467,APP,LT,865,LT,865,Y,S,T,Transit,1,ROBBERY,5,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,ROBBERY,19,MALE,BLACK,5.8,170,THN,BRO,BLK,GRAY H,42,B,(null),FREEMAN STREET && SOUTHERN BOULEVARD,(null),FREEMAN STREET,1014172,241737,(null),PBBX,BRONX
3341,6/19/2017,23:35:00,2017,June,Monday,Based on Self Initiated,25084,APP,POM,826,SGT,826,Y,I,H,Housing,1,CRIMINAL TRESPASS,5,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,CRIMINAL TRESPASS,18,MALE,WHITE HISPANIC,5.9,145,THN,BRO,BRO,(null),42,D,(null),730 EAST 163 STREET,(null),EAST 163 STREET,1010687,239143,(null),PBBX,BRONX
3342,6/19/2017,20:35:00,2017,June,Monday,Based on Self Initiated,25084,APP,POM,826,SGT,826,Y,I,H,Housing,1,CRIMINAL TRESPASS,5,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,CRIMINAL TRESPASS,18,MALE,WHITE HISPANIC,5.8145,145,THN,BRO,BRO,(null),42,D,(null),730 EAST 163 STREET,(null),EAST 163 STREET,1010687,239143,(null),PBBX,BRONX
3343,6/23/2017,19:20:00,2017,June,Friday,Based on C/W on Scene,22811,APP,POM,807,SGT,807,Y,O,P,PSB,1,PETIT LARCENY,30,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,PETIT LARCENY,20,MALE,BLACK,5.11,145,THN,BRO,BLK,(null),42,D,(null),EAST 163 STREET && CAULDWELL AVENUE,(null),EAST 163 STREET,1010059,239344,(null),PBBX,BRONX
3344,6/24/2017,1:56:00,2017,June,Saturday,Based on Radio Run,D17062401897,APP,POM,42,SGT,42,Y,I,P,PSB,1,ASSAULT,4,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,(null),MALE,BLACK,6.4,200,MED,BRO,BLK,BRAIDS,42,B,(null),FREEMAN STREET && SOUTHERN BOULEVARD,(null),FREEMAN STREET,1014172,241737,(null),PBBX,BRONX
3345,6/24/2017,11:52:00,2017,June,Saturday,Based on C/W on Scene,10471,APP,POM,807,SGT,807,Y,(null),H,Housing,1,MENACING,15,Y,(null),N,N,(null),(null),Y,443750,DISORD,Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),DE,UNCOOPERATIVE,21,MALE,WHITE HISPANIC,5.1,160,THN,BRO,BLK,(null),42,C,(null),1230 WEBSTER AVENUE,(null),WEBSTER AVENUE,1009325,242655,(null),PBBX,BRONX
3346,6/24/2017,20:20:00,2017,June,Saturday,Based on C/W on Scene,17062422864,APP,POM,42,LT,42,Y,O,P,PSB,0,ASSAULT,0,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,PERSON WAS CALM AND WILLING TO PROVIDE INFORMATION,37,MALE,BLACK,5.8,150,THN,ZZZ,BLD,CW REC,42,B,(null),BOSTON ROAD && CHARLOTTE STREET,(null),BOSTON ROAD,1013859,243743,(null),PBBX,BRONX
3347,6/25/2017,0:04:00,2017,June,Sunday,Based on C/W on Scene,D17062500005,APP,POM,42,SGT,42,Y,O,P,PSB,1,CPW,4,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,OK,37,MALE,WHITE HISPANIC,5.7,200,MED,BRO,BLK,WHITE,42,B,(null),JENNINGS STREET && LONGFELLOW AVENUE,(null),JENNINGS STREET,1015458,242127,(null),PBBX,BRONX
3348,6/29/2017,3:20:00,2017,June,Thursday,Based on Radio Run,D17062901740,APP,POM,42,SGT,42,Y,O,P,PSB,1,CPW,5,Y,(null),N,N,(null),(null),Y,442588,MARIJU,N,(null),S,V,Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,OK,21,MALE,WHITE HISPANIC,5.7,150,THN,BRO,BRO,LIGHT,42,C,(null),MELROSE AVENUE && EAST 161 STREET,(null),MELROSE AVENUE,1008096,239563,(null),PBBX,BRONX
3349,6/29/2017,4:04:00,2017,June,Thursday,Based on Radio Run,D17062903037,APP,POM,42,SGT,42,Y,(null),P,PSB,0,CRIMINAL TRESPASS,18,Y,(null),N,Y,B17633341,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,CRIMINAL TRESPASS,19,MALE,BLACK,5.1,160,THN,BRO,BLK,(null),42,B,(null),1504 LONGFELLOW AVENUE,(null),LONGFELLOW AVENUE,1015711,242679,(null),PBBX,BRONX
3350,7/2/2017,0:45:00,2017,July,Sunday,Based on Radio Run,D17070200776,APP,POM,183,SGT,183,Y,(null),P,PSB,0,CPW,5,Y,(null),N,Y,B17633824,CPW,N,(null),(null),N,(null),(null),V,Y,Y,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,DE,NERVOUS,35,MALE,BLACK,6.2,170,THN,BRO,BLK,(null),42,B,(null),962 EAST 172 STREET,(null),EAST 172 STREET,1015310,242917,(null),PBBX,BRONX
3351,6/22/2017,12:25:00,2017,June,Thursday,Based on Self Initiated,D17062211318,APP,POM,42,SGT,42,Y,O,P,PSB,1,CPW,3,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,CPW,(null),MALE,BLACK HISPANIC,5.7,190,MED,BRO,BLK,PURPLE,42,D,(null),3214 3 AVENUE,(null),3 AVENUE,1009381,239206,(null),PBBX,BRONX
3352,7/4/2017,20:50:00,2017,July,Tuesday,Based on Self Initiated,N/A,APP,POM,807,LT,807,Y,O,H,Housing,1,CPW,2,Y,(null),N,Y,(null),CPW,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),CM,CPW,18,MALE,BLACK,6.1,180,MED,BLK,BLK,TATTOO,42,D,(null),980 TRINITY AVENUE,(null),TRINITY AVENUE,1010461,239630,(null),PBBX,BRONX
3353,7/5/2017,22:50:00,2017,July,Wednesday,Based on Self Initiated,N/A,APP,POM,807,SGT,807,Y,O,H,Housing,1,CRIMINAL POSSESSION OF FORGED INSTRUMENT,25,Y,(null),N,Y,B17634429,CRIMINAL POSSESSION OF FORGED INSTRUMENT,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),CM,CRIMINAL POSSESSION OF FORGED INSTRUMENT,21,MALE,WHITE HISPANIC,5.9,150,THN,BRO,BLK,N/A,42,D,(null),905 TINTON AVENUE,(null),TINTON AVENUE,1010961,238721,(null),PBBX,BRONX
3354,7/5/2017,0:15:00,2017,July,Wednesday,Based on Self Initiated,0,APP,DTS,425,LSA,425,Y,O,P,PSB,1,CPW,1,Y,(null),N,Y,B17634273,CPW,N,(null),(null),N,(null),S,V,Y,Y,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),DE,NERVOUS,19,MALE,BLACK HISPANIC,5.9,150,MED,BRO,BRO,TATTOO,42,C,(null),498 EAST 167 STREET,(null),EAST 167 STREET,1009945,241548,(null),PBBX,BRONX
3355,7/6/2017,21:22:00,2017,July,Thursday,Based on Self Initiated,0,APP,POM,826,LT,826,Y,I,H,Housing,1,CRIMINAL TRESPASS,3,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),DE,NERVOUS,19,MALE,BLACK,5.9,155,THN,BRO,BLK,NONE,42,D,(null),965 TINTON AVENUE,(null),TINTON AVENUE,1011115,239221,(null),PBBX,BRONX
3356,7/7/2017,4:45:00,2017,July,Friday,Based on Self Initiated,17070703092,APP,POM,807,SGT,807,Y,O,P,PSB,1,CPW,2,Y,(null),Y,Y,B17634629,CPW,N,(null),(null),Y,(null),(null),(null),Y,Y,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,CM,CPW,17,MALE,BLACK,5.5,150,THN,BRO,BLK,TATTOO,42,B,(null),JENNINGS STREET && SOUTHERN BOULEVARD,(null),JENNINGS STREET,1014493,242565,(null),PBBX,BRONX
3357,7/5/2017,22:00:00,2017,July,Wednesday,Based on Self Initiated,999999,APP,POM,807,LT,807,Y,(null),H,Housing,0,CRIMINAL POSSESSION OF FORGED INSTRUMENT,15,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CRIMINAL POSSESSION OF FORGED INSTRUMENT,23,MALE,BLACK HISPANIC, ,(null),MED,BLK,BLK,(null),42,D,(null),730 EAST 163 STREET,(null),EAST 163 STREET,1010687,239143,(null),PBBX,BRONX
3358,7/5/2017,22:00:00,2017,July,Wednesday,Based on C/W on Scene,999999,APP,POM,807,LT,807,Y,O,H,Housing,0,CRIMINAL POSSESSION OF FORGED INSTRUMENT,15,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,UNDERSTANDING,22,MALE,BLACK,5.1,(null),THN,BLK,BLK,BRAIDE,42,D,(null),730 EAST 163 STREET,(null),EAST 163 STREET,1010687,239143,(null),PBBX,BRONX
3359,6/14/2017,4:00:00,2017,June,Wednesday,Based on Radio Run,D17061402687,APP,POM,42,SGT,42,Y,O,P,PSB,1,ROBBERY,5,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,ROBBERY,55,MALE,BLACK,5.1,180,MED,BRO,BLK,BLK SH,42,C,(null),1057 BOSTON ROAD,(null),BOSTON ROAD,1010253,240392,(null),PBBX,BRONX
3360,7/7/2017,23:55:00,2017,July,Friday,Based on Self Initiated,N/A,APP,POM,807,SGT,807,Y,O,H,Housing,1,CPW,3,Y,(null),N,Y,B17634803,CPW,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),CM,CPW,47,MALE,BLACK,5.11,185,U,BRO,BLD,TATTOO,42,D,(null),1020 TRINITY AVENUE,(null),TRINITY AVENUE,1010606,240098,(null),PBBX,BRONX
3361,7/10/2017,2:23:00,2017,July,Monday,Based on C/W on Scene,2029,APP,POF,42,SGT,42,Y,(null),P,PSB,0,PETIT LARCENY,5,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,PETIT LARCENY,21,MALE,BLACK,6.2,170,THN,BLK,BLK,(null),42,D,(null),1317 PROSPECT AVENUE,(null),PROSPECT AVENUE,1012465,241067,(null),PBBX,BRONX
3362,7/5/2017,0:13:00,2017,July,Wednesday,Based on Self Initiated,0,APP,DTS,425,SGT,425,Y,O,P,PSB,1,CPW,5,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,26,MALE,WHITE HISPANIC,5.3,140,THN,BRO,BLK,(null),42,C,(null),498 EAST 167 STREET,(null),EAST 167 STREET,1009945,241548,(null),PBBX,BRONX
3363,7/12/2017,11:54:00,2017,July,Wednesday,Based on Radio Run,17071209716,APP,POM,44,SGT,44,Y,O,P,PSB,1,OTHER,15,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,SURPRISE,21,MALE,BLACK HISPANIC,5.8,(null),THN,BRO,(null),(null),42,(null),(null),3426 THIRD AVENUE,(null),THIRD AVENUE,1010036,241238,(null),PBBX,BRONX
3364,7/12/2017,11:54:00,2017,July,Wednesday,Based on Radio Run,D17071209716,APP,POM,44,SGT,44,Y,O,P,PSB,1,OTHER,15,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,SURPRISE,35,MALE,BLACK,5.8,170,THN,BRO,BLK,LONG H,42,C,(null),3426 3 AVENUE,(null),3 AVENUE,1010036,241238,(null),PBBX,BRONX
3365,7/12/2017,14:30:00,2017,July,Wednesday,Based on Self Initiated,NA,APP,POM,42,SGT,318,Y,O,P,PSB,1,CPW,10,Y,(null),N,Y,B17635415,PETIT LARCENY,N,(null),(null),N,(null),S,V,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,56,MALE,BLACK,5.6,150,THN,BLK,XXX,(null),42,B,(null),EAST 174 STREET && HOE AVENUE,(null),EAST 174 STREET,1015568,244263,(null),PBBX,BRONX
3366,7/13/2017,14:10:00,2017,July,Thursday,Based on Radio Run,D17071314048,APP,POM,42,SGT,42,Y,O,P,PSB,1,ROBBERY,10,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,ROBBERY,36,MALE,WHITE HISPANIC,6.1,200,MED,BRO,BLK,(null),42,B,(null),1310 BOSTON ROAD,(null),BOSTON ROAD,1012019,242239,(null),PBBX,BRONX
3367,7/14/2017,13:20:00,2017,July,Friday,Based on Radio Run,17071411554,APP,POM,42,SGT,42,Y,(null),P,PSB,1,CPW,4,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,CPW,14,MALE,BLACK,5.6,150,THN,BRO,BLK,(null),42,A,(null),CROTONA PARK SOUTH && FRANKLIN AVENUE,(null),CROTONA PARK SOUTH,1012023,243512,(null),PBBX,BRONX
3368,7/16/2017,17:10:00,2017,July,Sunday,Based on C/W on Scene,17071617397,APP,POM,807,SGT,807,Y,O,P,PSB,1,OTHER,40,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,OTHER,71,MALE,WHITE HISPANIC, ,150,THN,BRO,GRY,NA,42,D,(null),1180 FOREST AVENUE && HOME STREET,(null),1180 FOREST AVENUE,1008690,238862,(null),PBBX,BRONX
3369,7/19/2017,3:29:00,2017,July,Wednesday,Based on Self Initiated,2893,APP,POM,42,SGT,42,Y,O,P,PSB,1,GRAND LARCENY,15,Y,(null),N,Y,B17636571,GRAND LARCENY,N,(null),(null),N,(null),S,V,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),CM,GRAND LARCENY,44,MALE,BLACK,6.3,170,THN,BRO,BLK,(null),42,C,(null),3 AVENUE && EAST 164 STREET,(null),3 AVENUE,1009653,239975,(null),PBBX,BRONX
3370,7/19/2017,20:42:00,2017,July,Wednesday,Based on Self Initiated,17071924404,APP,POF,826,SGT,826,Y,I,H,Housing,1,CRIMINAL TRESPASS,5,Y,(null),N,Y,(null),CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),CM,CRIMINAL TRESPASS,41,MALE,BLACK,5.9,155,THN,BLK,BLK,(null),42,D,(null),905 TINTON AVENUE,(null),TINTON AVENUE,1010961,238721,(null),PBBX,BRONX
3371,7/19/2017,22:35:00,2017,July,Wednesday,Based on Self Initiated,D17071926889,APP,POM,42,LT,42,Y,I,P,PSB,1,CPW,6,Y,(null),N,Y,B17636748,CPW,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),CM,CPW,18,MALE,WHITE HISPANIC,5.11,180,THN,BRO,BRO,(null),42,C,(null),501 EAST 165 STREET,(null),EAST 165 STREET,1009611,240480,(null),PBBX,BRONX
3372,7/21/2017,0:46:00,2017,July,Friday,Based on Self Initiated,D17072100698,APP,POM,42,SGT,42,Y,(null),H,Housing,1,CPW,1,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,OK,20,MALE,BLACK,5.9,150,MED,BLK,BRO,WHITE,42,C,(null),EAST 169 STREET && WASHINGTON AVENUE,(null),EAST 169 STREET,1010286,242796,(null),PBBX,BRONX
3373,7/21/2017,1:00:00,2017,July,Friday,Based on Self Initiated,D17072100698,APP,POM,42,SGT,42,Y,O,H,Housing,1,CPW,11,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,OK,21,MALE,BLACK,5.1,180,MED,BRO,BLK,WHITE,42,A,(null),1343 WASHINGTON AVENUE,(null),WASHINGTON AVENUE,1010450,243189,(null),PBBX,BRONX
